District,Neighborhood,Num_Of_Room,Area,Age,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Floor_basement,Floor_first floor,Floor_interstage,Floor_top floor,Heat_type_Kombi,Heat_type_Merkezi,Heat_type_Merkezi (Pay Ölçer),Usage_Boş,Usage_Kiracılı,Usage_Mülk Sahibi,Price
Çankaya,İlkadım,4,120.0,30,5,1,0,1,0,1,0,0,1,0,0,1,0,0,2300000
Sincan,Tandoğan,4,115.0,22,3,1,0,1,0,0,1,0,1,0,0,0,1,0,819000
Mamak,Ekin,4,150.0,3,4,1,0,2,0,0,0,1,1,0,0,1,0,0,1350000
Keçiören,Aşağı Eğlence,4,130.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2200000
Mamak,Başak,4,120.0,3,4,1,1,1,0,1,0,0,1,0,0,0,0,1,915000
Çankaya,İlkbahar,5,210.0,6,4,1,0,2,0,0,1,0,0,0,1,0,1,0,9750000
Etimesgut,Şehit Osman Avcı,4,180.0,15,14,1,0,2,0,0,1,0,1,0,0,0,1,0,4350000
Keçiören,İncirli,4,125.0,20,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2199000
Altındağ,Güneşevler,4,130.0,10,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2500000
Çankaya,Aşıkpaşa,3,100.0,4,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1995000
Çankaya,Akpınar,4,130.0,23,6,1,0,1,0,0,1,0,0,1,0,1,0,0,2625000
Keçiören,Kavacık Subayevleri,4,110.0,12,2,1,0,1,1,0,0,0,1,0,0,0,0,1,1400000
Çankaya,Aşıkpaşa,3,100.0,15,4,1,0,1,1,0,0,0,1,0,0,0,0,1,1450000
Etimesgut,30 Ağustos,5,150.0,11,4,1,0,2,0,0,1,0,1,0,0,0,1,0,1500000
Keçiören,Kuşcağız,4,130.0,10,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2250000
Etimesgut,Topçu,4,135.0,11,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1739000
Altındağ,Karapürçek,3,105.0,1,3,0,0,2,0,1,0,0,1,0,0,1,0,0,1049999
Çankaya,Naci Çakır,4,125.0,25,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2185000
Çankaya,Huzur,5,211.0,5,6,1,0,2,0,0,1,0,1,0,0,1,0,0,3500000
Gölbaşı,Eymir,4,140.0,10,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1950000
Etimesgut,Yeşilova,3,90.0,2,22,1,0,1,0,0,1,0,0,0,1,1,0,0,2850000
Altındağ,Örnek,4,120.0,25,3,1,0,1,0,0,0,1,1,0,0,0,1,0,850000
Etimesgut,Alsancak,3,100.0,1,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1859000
Keçiören,Atapark,4,120.0,10,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1299000
Çankaya,Bahçelievler,5,135.0,1,4,1,0,2,0,0,1,0,1,0,0,1,0,0,5450000
Çankaya,Emek,4,120.0,35,3,1,0,1,0,0,1,0,0,1,0,1,0,0,2600000
Elmadağ,Hasanoğlan Bahçelievler,4,155.0,17,5,1,0,1,0,0,1,0,1,0,0,0,1,0,2150000
Çankaya,Kızılay,3,130.0,20,8,1,0,1,0,0,1,0,1,0,0,1,0,0,2000000
Çankaya,Yukarı Dikmen,5,160.0,30,9,1,0,2,0,0,1,0,0,1,0,0,1,0,4200000
Çankaya,Emek,4,120.0,40,15,1,0,1,0,0,1,0,0,1,0,0,1,0,3750000
Çankaya,Seyranbağları,4,130.0,2,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1800000
Keçiören,Tepebaşı,4,105.0,30,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1450000
Çankaya,Remzi Oğuz Arık,3,110.0,36,4,1,0,1,1,0,0,0,0,1,0,1,0,0,1420000
Çankaya,Yukarı Bahçelievler,2,60.0,35,4,1,1,1,1,0,0,0,1,0,0,1,0,0,1650000
Sincan,Mareşal Çakmak,4,135.0,25,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1299000
Mamak,Durali Alıç,4,130.0,8,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1549500
Etimesgut,Güzelkent,4,125.0,20,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1690000
Gölbaşı,İncek,3,120.0,11,18,1,0,2,0,0,1,0,0,0,1,0,0,1,3520000
Çankaya,İşçi Blokları,3,100.0,40,5,1,0,1,0,0,1,0,1,0,0,0,1,0,2100000
Çankaya,Aşıkpaşa,4,130.0,2,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1850000
Çankaya,Emek,4,110.0,10,4,1,0,1,0,1,0,0,1,0,0,0,1,0,2450000
Çankaya,Harbiye,4,120.0,25,3,1,0,1,0,1,0,0,1,0,0,1,0,0,2300000
Etimesgut,Yeşilova,3,90.0,2,23,1,0,1,0,0,1,0,0,0,1,0,1,0,2600000
Çankaya,Yukarı Dikmen,5,185.0,21,9,0,0,2,0,0,1,0,0,1,0,0,1,0,4950000
Etimesgut,Yeni Bağlıca,4,320.0,4,12,1,0,2,0,1,0,0,1,0,0,0,0,1,3990000
Çankaya,Alacaatlı,3,103.0,6,33,1,1,2,0,0,1,0,0,0,1,0,1,0,4425000
Etimesgut,Turkuaz,3,95.0,15,15,1,0,1,0,0,1,0,0,0,1,0,1,0,1300000
Çankaya,Aşağı Öveçler,3,100.0,24,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1450000
Çankaya,Remzi Oğuz Arık,4,130.0,40,4,1,0,1,0,0,1,0,1,0,0,1,0,0,3100000
Mamak,Abidinpaşa,4,110.0,35,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1110000
Çankaya,Güvenevler,3,115.0,45,4,1,0,1,1,0,0,0,0,1,0,0,1,0,1500000
Altındağ,Karapürçek,4,140.0,4,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1550000
Keçiören,Kanuni,4,135.0,5,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1199000
Mamak,Akşemsettin,4,135.0,5,3,1,0,1,0,0,0,1,1,0,0,0,0,1,1719000
Mamak,Kutlu,4,115.0,17,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1575000
Keçiören,Etlik,5,219.0,10,13,1,0,2,0,0,1,0,0,1,0,0,0,1,7995000
Yenimahalle,Yeşilevler,4,155.0,5,14,1,0,2,0,0,1,0,0,0,1,1,0,0,3045000
Etimesgut,Ahi Mesut,5,180.0,8,7,1,0,2,0,0,1,0,1,0,0,0,0,1,4200000
Keçiören,Yükseltepe,5,200.0,2,13,1,0,2,0,0,1,0,1,0,0,0,0,1,3500000
Mamak,Mutlu,4,135.0,6,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1270000
Mamak,Cengizhan,4,140.0,6,8,1,0,2,0,0,1,0,1,0,0,0,0,1,2400000
Çankaya,Prof. Dr. Ahmet Taner Kışlalı,3,130.0,16,5,1,0,1,0,1,0,0,1,0,0,1,0,0,3500000
Keçiören,Etlik,4,130.0,15,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1799000
Çankaya,Birlik,3,68.0,11,2,1,1,1,0,0,1,0,1,0,0,0,1,0,1500000
Mamak,Akşemsettin,4,115.0,8,4,1,0,1,0,0,0,1,1,0,0,0,1,0,1699000
Keçiören,Osmangazi,4,140.0,10,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1315000
Altındağ,Başpınar,4,140.0,2,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1395000
Etimesgut,Ahi Mesut,5,175.0,7,12,1,0,2,0,0,1,0,0,0,1,1,0,0,3500000
Sincan,Malazgirt,4,130.0,14,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1399000
Keçiören,Etlik,4,160.0,8,13,1,0,2,0,0,1,0,0,0,1,0,0,1,2970000
Keçiören,Yakacık,4,145.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1900000
Çankaya,İlkbahar,7,300.0,15,10,1,0,3,0,0,1,0,1,0,0,1,0,0,6995000
Sincan,Malazgirt,6,280.0,11,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1850000
Keçiören,Uyanış,7,350.0,8,5,1,0,2,0,0,1,0,1,0,0,0,0,1,2489000
Mamak,Akdere,5,200.0,6,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1699000
Altındağ,Karapürçek,4,135.0,4,3,1,0,2,1,0,0,0,1,0,0,0,0,1,1150000
Sincan,Atatürk,4,135.0,16,6,1,0,1,0,1,0,0,1,0,0,1,0,0,980000
Etimesgut,Tunahan,4,133.0,21,10,1,0,1,0,0,1,0,0,1,0,0,1,0,2300000
Altındağ,Doğantepe,4,125.0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1475000
Çankaya,İlkadım,4,140.0,30,3,1,0,1,0,0,1,0,0,1,0,1,0,0,3450000
Çankaya,Aydınlar,4,130.0,27,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2500000
Sincan,Ahi Evran,4,130.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1680000
Altındağ,Karapürçek,4,135.0,12,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1355000
Yenimahalle,Avcılar,4,145.0,4,11,1,0,1,0,0,1,0,1,0,0,0,1,0,2050000
Sincan,Saraycık,4,143.0,2,6,1,0,2,0,0,1,0,0,0,1,0,1,0,2250000
Keçiören,Kanuni,6,250.0,15,4,1,0,2,0,0,1,0,1,0,0,0,0,1,2450000
Mamak,General Zeki Doğan,4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1269000
Çankaya,Küçükesat,4,120.0,31,5,0,0,1,0,0,1,0,0,1,0,0,0,1,3750000
Keçiören,Etlik,4,130.0,28,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1450000
Çankaya,Keklik Pınarı,4,120.0,28,10,1,0,1,0,0,1,0,1,0,0,1,0,0,2445000
Sincan,Tandoğan,4,140.0,7,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1397000
Altındağ,Karapürçek,4,140.0,9,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1158000
Sincan,İstasyon,4,125.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1370000
Altındağ,Battalgazi,4,155.0,3,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1450000
Sincan,Akşemsettin,4,120.0,20,4,1,0,1,0,0,1,0,1,0,0,0,1,0,990000
Mamak,Yeni Bayındır,4,120.0,8,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1200000
Çankaya,İlkadım,4,130.0,29,2,1,0,1,0,0,1,0,1,0,0,1,0,0,2599000
Çankaya,İşçi Blokları,5,180.0,21,7,1,0,2,0,0,1,0,1,0,0,0,1,0,4750000
Keçiören,Yayla,4,130.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1390000
Sincan,Mareşal Çakmak,4,120.0,22,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1325000
Yenimahalle,Turgut Özal,5,200.0,4,14,1,0,2,0,0,1,0,0,0,1,0,0,1,4640000
Sincan,Ertuğrulgazi,4,135.0,20,5,1,1,1,0,0,1,0,1,0,0,0,0,1,1399000
Keçiören,Esertepe,4,140.0,15,3,1,0,1,0,0,1,0,0,1,0,1,0,0,2395000
Mamak,Kutlu,4,125.0,15,3,1,0,1,1,0,0,0,1,0,0,1,0,0,975000
Sincan,İstasyon,4,120.0,20,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1280000
Sincan,Mustafa Kemal,4,135.0,8,4,1,0,2,0,0,1,0,1,0,0,0,1,0,1400000
Sincan,Andiçen,4,130.0,25,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1180000
Çankaya,Ata,4,140.0,13,4,1,0,1,0,0,1,0,1,0,0,1,0,0,3100000
Çankaya,Birlik,2,95.0,5,7,1,0,1,0,0,1,0,0,0,1,0,1,0,2850000
Çankaya,İlkadım,5,200.0,15,13,1,0,2,0,0,1,0,0,0,1,0,1,0,7750000
Mamak,Cengizhan,4,165.0,3,15,1,0,2,0,0,1,0,0,0,1,0,0,1,5099000
Etimesgut,Piyade,4,125.0,14,3,1,1,2,0,0,1,0,1,0,0,1,0,0,1678000
Çankaya,Cevizlidere,4,135.0,15,4,1,0,2,0,0,1,0,1,0,0,0,1,0,2285000
Keçiören,Kavacık Subayevleri,4,110.0,29,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1300000
Keçiören,Güçlükaya,6,190.0,20,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1489000
Keçiören,Kavacık Subayevleri,4,120.0,30,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1275000
Keçiören,Karargahtepe,4,100.0,30,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1370000
Etimesgut,30 Ağustos,4,115.0,13,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1249000
Mamak,Şafaktepe,4,140.0,20,4,1,0,1,1,0,0,0,1,0,0,0,0,1,990000
Keçiören,Aşağı Eğlence,4,140.0,26,3,1,0,1,0,0,0,1,1,0,0,1,0,0,2249000
Mamak,General Zeki Doğan,3,100.0,17,4,1,0,1,0,0,1,0,1,0,0,0,1,0,995000
Gölbaşı,Kızılcaşar,8,518.0,5,4,1,0,5,0,1,0,0,1,0,0,0,0,1,8800000
Polatlı,Mehmet Akif,5,200.0,3,6,1,0,2,0,0,1,0,1,0,0,0,0,1,1970000
Keçiören,Etlik,4,140.0,18,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1980000
Etimesgut,Etiler,4,140.0,23,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1370000
Çankaya,Ayrancı,5,190.0,35,4,1,0,2,0,0,1,0,1,0,0,0,1,0,4500000
Gölbaşı,İncek,4,170.0,8,14,1,0,2,0,0,1,0,0,1,0,0,1,0,3900000
Etimesgut,Topçu,6,300.0,12,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2825000
Keçiören,Ayvalı,8,310.0,5,9,1,0,3,0,0,1,0,1,0,0,1,0,0,3500000
Yenimahalle,Turgut Özal,5,201.0,2,12,1,0,2,0,0,1,0,0,0,1,1,0,0,3900000
Çankaya,Nasuh Akar,7,250.0,14,4,1,0,2,0,0,1,0,1,0,0,0,1,0,4800000
Keçiören,Esertepe,4,130.0,9,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1989000
Etimesgut,Yavuz Selim,6,225.0,21,3,1,0,2,0,1,0,0,1,0,0,0,1,0,6500000
Etimesgut,Eryaman,4,175.0,10,7,1,0,2,0,0,0,1,0,1,0,0,1,0,3300000
Etimesgut,Elvan,4,135.0,18,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1420000
Mamak,Mutlu,4,125.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1425000
Etimesgut,Şeyh Şamil,5,199.0,6,13,1,0,2,0,0,1,0,0,0,1,0,0,1,4590000
Keçiören,Etlik,4,140.0,26,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2200000
Etimesgut,Yeşilova,4,160.0,5,3,1,0,2,0,0,1,0,1,0,0,0,1,0,2535000
Yenimahalle,Serhat,8,400.0,4,16,1,0,4,0,0,0,1,0,0,1,0,0,1,5750000
Yenimahalle,Ergazi,6,340.0,10,4,1,0,3,0,0,1,0,1,0,0,0,1,0,3900000
Yenimahalle,İlkyerleşim,4,137.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,3040000
Çankaya,Kırkkonaklar,4,130.0,8,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1850000
Çankaya,Çankaya,5,230.0,30,5,1,0,2,0,1,0,0,0,1,0,1,0,0,4950000
Mamak,Peyami Safa,4,100.0,8,5,1,0,1,1,0,0,0,1,0,0,0,1,0,800000
Yenimahalle,Demetgül,4,140.0,28,9,1,0,1,0,0,1,0,1,0,0,0,1,0,1200000
Çankaya,Karapınar,6,280.0,13,4,1,0,3,0,0,1,0,1,0,0,0,1,0,2980000
Etimesgut,Güzelkent,4,130.0,16,5,1,0,1,0,0,1,0,1,0,0,0,1,0,2100000
Etimesgut,Yeni Bağlıca,5,151.0,7,11,1,0,2,0,0,1,0,0,0,1,0,1,0,3250000
Çankaya,Mutlukent,5,175.0,18,11,1,0,2,0,0,1,0,1,0,0,1,0,0,4800000
Çankaya,İlkbahar,3,109.0,3,38,1,0,1,0,0,1,0,0,0,1,0,1,0,4650000
Etimesgut,Piyade,4,168.0,3,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1495000
Etimesgut,Şeyh Şamil,4,110.0,25,3,1,0,1,0,0,1,0,0,1,0,0,0,1,1860000
Yenimahalle,Kardelen,5,178.0,11,24,1,0,2,0,0,1,0,1,0,0,0,0,1,5300000
Altındağ,Gültepe,5,270.0,11,3,1,0,2,0,0,0,1,1,0,0,0,0,1,1580000
Etimesgut,Bağlıca,7,400.0,4,6,1,0,3,0,0,1,0,1,0,0,0,0,1,6250000
Çankaya,Alacaatlı,2,45.0,7,17,1,1,1,0,0,1,0,0,0,1,1,0,0,2250000
Gölbaşı,Şafak,4,115.0,11,6,1,0,1,1,0,0,0,1,0,0,1,0,0,1395000
Çankaya,Emek,4,135.0,30,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2975000
Çankaya,100. Yıl,4,140.0,27,5,1,0,1,0,1,0,0,1,0,0,1,0,0,2100000
Mamak,Bahçelerüstü,4,125.0,12,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1150000
Altındağ,Aydınlıkevler,3,95.0,30,3,1,0,1,0,1,0,0,1,0,0,0,1,0,780000
Yenimahalle,Gazi,3,95.0,8,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2950000
Mamak,Kutlu,4,130.0,4,3,1,0,1,1,0,0,0,1,0,0,0,1,0,779000
Çankaya,İlkadım,4,220.0,25,2,1,0,2,0,0,1,0,1,0,0,0,0,1,2599000
Etimesgut,Alsancak,6,170.0,8,3,1,0,2,0,0,0,1,1,0,0,0,1,0,2100000
Yenimahalle,Yuvaköy,5,205.0,1,27,1,0,3,0,0,1,0,0,0,1,1,0,0,5750000
Mamak,Kutlu,4,110.0,15,3,1,0,1,1,0,0,0,1,0,0,1,0,0,975000
Çankaya,Arka Topraklık,4,100.0,34,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1350000
Sincan,Akşemsettin,4,120.0,22,4,1,0,1,0,0,0,1,1,0,0,0,1,0,949000
Etimesgut,Atayurt,4,137.0,11,6,1,0,1,0,1,0,0,0,0,1,1,0,0,1430000
Çankaya,Karapınar,5,327.0,15,4,0,0,2,0,0,1,0,1,0,0,0,1,0,2700000
Yenimahalle,Kentkoop,4,115.0,28,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1999000
Çankaya,Kazım Özalp,5,188.0,30,2,1,0,2,0,1,0,0,1,0,0,0,1,0,2490000
Yenimahalle,Demetevler,4,120.0,35,6,1,0,1,0,0,1,0,1,0,0,0,0,1,1195000
Çankaya,Harbiye,4,140.0,10,3,1,0,1,0,0,1,0,0,0,1,0,1,0,4150000
Keçiören,19 Mayıs,4,110.0,20,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1250000
Mamak,Durali Alıç,4,140.0,4,13,1,0,2,0,0,1,0,0,0,1,0,1,0,2490000
Mamak,Tuzluçayır,4,120.0,15,6,1,0,1,0,0,1,0,1,0,0,0,1,0,1195000
Çankaya,Karapınar,7,285.0,17,4,1,0,2,0,0,1,0,1,0,0,0,0,1,5250000
Mamak,Kazım Orbay,2,75.0,15,6,1,0,1,1,0,0,0,1,0,0,0,1,0,635000
Çankaya,Kazım Özalp,6,340.0,30,2,1,0,2,0,0,1,0,0,1,0,1,0,0,6600000
Mamak,Balkiraz,3,85.0,30,3,1,0,1,1,0,0,0,1,0,0,1,0,0,670000
Çankaya,100. Yıl,4,120.0,40,3,1,0,1,0,1,0,0,1,0,0,0,1,0,2150000
Sincan,Tandoğan,4,140.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1289000
Çankaya,Güvenevler,2,45.0,1,5,1,0,1,0,0,1,0,0,0,1,0,1,0,2600000
Çankaya,Aydınlar,4,130.0,18,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2795000
Mamak,Kutlu,4,120.0,21,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1275000
Çankaya,Yaşamkent,5,205.0,11,15,1,0,2,0,0,1,0,1,0,0,1,0,0,6000000
Mamak,General Zeki Doğan,4,118.0,13,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1180000
Çankaya,Keklik Pınarı,5,160.0,6,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2550000
Keçiören,Ovacık,5,180.0,2,15,1,0,2,0,0,1,0,0,0,1,0,1,0,5000000
Mamak,Kutlu,4,110.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1499000
Çankaya,Naci Çakır,4,110.0,28,2,1,0,1,1,0,0,0,1,0,0,0,1,0,1260000
Çankaya,İlkadım,4,140.0,14,3,1,0,2,0,0,1,0,1,0,0,0,1,0,2475000
Yenimahalle,Turgut Özal,4,145.0,15,9,1,0,2,0,0,1,0,1,0,0,1,0,0,2600000
Çankaya,Aziziye,4,147.0,26,5,1,0,1,0,1,0,0,0,1,0,0,0,1,2550000
Çankaya,Güzeltepe,4,140.0,45,1,1,0,1,0,0,1,0,0,1,0,0,1,0,3350000
Altındağ,Örnek,3,110.0,45,4,1,1,1,0,0,1,0,1,0,0,1,0,0,650000
Sincan,İstasyon,3,95.0,16,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1150000
Çankaya,Tınaztepe,4,135.0,40,4,1,0,1,0,0,1,0,0,1,0,0,1,0,2600000
Çankaya,Cebeci,5,155.0,2,3,1,1,2,0,0,1,0,1,0,0,1,0,0,4600000
Çankaya,Küçükesat,4,130.0,45,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2350000
Çankaya,Gökkuşağı,4,140.0,15,4,1,0,2,0,0,1,0,1,0,0,0,0,1,2900000
Yenimahalle,Ergazi,4,130.0,25,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1750000
Yenimahalle,Turgut Özal,4,135.0,11,8,1,0,2,0,1,0,0,1,0,0,0,1,0,1950000
Çankaya,Akpınar,6,270.0,15,4,1,0,3,0,0,1,0,1,0,0,1,0,0,3850000
Yenimahalle,İnönü,4,120.0,25,5,1,0,1,0,0,1,0,0,1,0,0,1,0,1740000
Keçiören,Kavacık Subayevleri,4,130.0,35,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1750000
Etimesgut,Altay,2,65.0,8,13,1,0,1,0,0,1,0,0,0,1,0,1,0,1750000
Çankaya,Hilal,4,130.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,4150000
Keçiören,Emrah,4,130.0,35,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1280000
Çankaya,Metin Akkuş,6,180.0,20,3,1,0,2,0,1,0,0,1,0,0,1,0,0,1875000
Keçiören,Basınevleri,4,125.0,5,10,0,0,2,0,0,1,0,0,1,0,1,0,0,2900000
Çankaya,Alacaatlı,5,250.0,5,16,1,0,2,0,0,1,0,0,0,1,0,1,0,9000000
Etimesgut,Atakent,5,270.0,15,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2950000
Yenimahalle,Ergenekon,3,100.0,25,6,1,0,1,1,0,0,0,1,0,0,0,0,1,825000
Çankaya,Bahçelievler,5,196.0,35,3,1,0,1,0,0,1,0,1,0,0,0,0,1,4500000
Etimesgut,Elvan,4,130.0,13,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1550000
Çankaya,Ayrancı,3,75.0,45,4,1,1,1,0,1,0,0,0,1,0,0,1,0,1400000
Keçiören,Ufuktepe,5,175.0,13,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1598000
Çankaya,Osman Temiz,4,140.0,20,2,1,0,1,0,0,0,1,1,0,0,0,1,0,3000000
Mamak,Demirlibahçe,4,100.0,20,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1600000
Polatlı,Zafer,5,170.0,2,4,1,0,1,1,0,0,0,1,0,0,0,0,1,1400000
Pursaklar,Yunus Emre,5,180.0,6,12,1,0,2,0,0,1,0,1,0,0,0,1,0,2870000
Etimesgut,Etiler,4,123.0,9,3,1,0,2,0,1,0,0,1,0,0,0,1,0,1350000
Çankaya,Eti,4,110.0,35,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1600000
Çankaya,Oran,5,215.0,11,30,1,0,2,0,0,1,0,0,0,1,0,1,0,10375000
Etimesgut,Atakent,4,125.0,16,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1575000
Çankaya,Bahçelievler,4,120.0,45,3,1,0,1,0,0,1,0,0,1,0,0,1,0,2750000
Çankaya,Seyranbağları,4,110.0,31,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1650000
Keçiören,Sancaktepe,2,70.0,5,3,1,0,1,0,1,0,0,1,0,0,1,0,0,685000
Yenimahalle,Kentkoop,3,85.0,30,4,1,0,1,0,0,1,0,0,1,0,1,0,0,1850000
Çankaya,Naci Çakır,4,125.0,27,2,1,0,1,0,0,1,0,1,0,0,1,0,0,2560000
Etimesgut,Piyade,3,90.0,15,3,1,0,1,1,0,0,0,1,0,0,0,0,1,1000000
Pursaklar,Yunus Emre,4,165.0,8,15,1,0,1,1,0,0,0,0,0,1,0,0,1,1350000
Keçiören,Etlik,4,130.0,28,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1500000
Etimesgut,Süvari,3,95.0,15,4,1,1,1,0,1,0,0,1,0,0,1,0,0,1073000
Çankaya,Cevizlidere,5,180.0,15,5,1,0,2,0,0,1,0,1,0,0,0,0,1,3950000
Keçiören,Kanuni,4,135.0,7,3,1,0,2,0,0,0,1,1,0,0,0,1,0,1549000
Sincan,Selçuklu,5,180.0,4,10,1,0,2,0,0,1,0,0,0,1,0,0,1,3100000
Altındağ,Battalgazi,4,135.0,4,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1349000
Keçiören,Yakacık,4,140.0,30,12,1,0,1,0,0,1,0,0,0,1,1,0,0,1800000
Çankaya,Ayrancı,4,125.0,35,4,1,0,1,0,0,1,0,0,1,0,1,0,0,2600000
Etimesgut,Tunahan,4,135.0,18,11,1,0,1,0,0,1,0,1,0,0,0,0,1,3100000
Mamak,Ege,6,370.0,5,8,1,0,3,0,0,1,0,1,0,0,0,0,1,3499999
Yenimahalle,Yeni Batı,3,90.0,3,13,1,0,1,0,0,1,0,0,1,0,0,1,0,2640000
Keçiören,Esertepe,6,220.0,19,3,1,0,2,0,0,0,1,1,0,0,1,0,0,1879000
Çankaya,Hilal,4,135.0,18,5,1,0,2,0,1,0,0,1,0,0,0,0,1,2350000
Mamak,Zirvekent,3,90.0,8,6,0,0,1,0,0,0,1,1,0,0,0,0,1,970000
Etimesgut,Eryaman,4,130.0,16,5,1,0,1,0,0,1,0,1,0,0,0,0,1,2250000
Çankaya,Çankaya,5,185.0,30,8,1,0,1,0,0,1,0,1,0,0,0,1,0,4150000
Etimesgut,Süvari,3,95.0,11,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1100000
Sincan,Selçuklu,4,120.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1489000
Çankaya,Keklik Pınarı,5,200.0,23,12,1,0,2,0,1,0,0,1,0,0,0,0,1,5200000
Çankaya,Mimar Sinan,4,125.0,4,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2000000
Çankaya,100. Yıl,4,155.0,30,6,1,0,1,0,0,0,1,0,1,0,0,0,1,5550000
Çankaya,Remzi Oğuz Arık,4,130.0,40,4,1,0,1,0,0,1,0,0,1,0,0,1,0,2700000
Çankaya,Seyranbağları,4,100.0,20,3,1,0,1,1,0,0,0,0,1,0,0,1,0,1280000
