District,Neighborhood,Num_Of_Room,Area,Age,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Floor_basement,Floor_first floor,Floor_interstage,Floor_top floor,Heat_type_Kombi,Heat_type_Merkezi,Heat_type_Merkezi (Pay Ölçer),Usage_Boş,Usage_Kiracılı,Usage_Mülk Sahibi,Price
Yenimahalle,Yeniçağ,4,135.0,20,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1990000
Keçiören,Emrah,4,105.0,21,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2170000
Çankaya,Fakülteler,4,125.0,35,4,1,0,1,0,0,1,0,1,0,0,1,0,0,2200000
Çankaya,İşçi Blokları,3,90.0,30,13,1,0,1,0,0,1,0,1,0,0,0,1,0,2040000
Yenimahalle,Beştepe,3,100.0,39,2,1,0,1,0,0,1,0,1,0,0,1,0,0,2275000
Keçiören,Etlik,4,110.0,30,3,1,0,1,0,0,1,0,0,1,0,0,0,1,2560000
Altındağ,Aydınlıkevler,3,75.0,40,4,1,1,1,0,0,1,0,1,0,0,0,0,1,1200000
Etimesgut,Atayurt,4,117.0,10,13,1,0,1,0,0,1,0,0,0,1,0,1,0,1550000
Keçiören,Kavacık Subayevleri,3,110.0,35,2,1,0,1,0,1,0,0,1,0,0,0,0,1,785000
Çubuk,Yıldırım Beyazıt,5,169.0,1,10,1,0,2,0,0,1,0,1,0,0,1,0,0,2550000
Yenimahalle,Işınlar,4,130.0,18,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1825000
Etimesgut,Şeyh Şamil,4,130.0,17,12,1,0,1,0,0,1,0,1,0,0,0,1,0,2100000
Çankaya,Doğuş,3,150.0,40,4,1,0,1,0,0,0,1,1,0,0,0,1,0,2100000
Etimesgut,Şeyh Şamil,2,62.0,22,6,1,0,1,0,0,1,0,0,1,0,0,1,0,1100
Çankaya,İlkadım,3,110.0,25,13,1,0,1,0,0,1,0,0,1,0,0,1,0,2650000
Çankaya,Osman Temiz,5,160.0,20,2,1,0,2,0,0,1,0,0,1,0,1,0,0,2950000
Pursaklar,Mimar Sinan,5,185.0,5,12,1,0,2,0,0,1,0,0,0,1,0,0,1,2550000
Çankaya,Naci Çakır,4,150.0,23,10,1,0,1,0,0,1,0,0,1,0,0,1,0,3599000
Çankaya,İlkadım,4,135.0,26,3,1,0,1,0,0,1,0,0,1,0,0,0,1,2749000
Sincan,Mareşal Çakmak,4,130.0,21,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1299000
Sincan,Mareşal Çakmak,4,125.0,21,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1249000
Etimesgut,Topçu,4,130.0,16,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1789000
Yenimahalle,Demetevler,4,135.0,15,6,1,0,1,0,0,1,0,1,0,0,0,0,1,1500000
Çankaya,Sokullu Mehmet Paşa,4,110.0,30,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1890000
Altındağ,Feridun Çelik,4,145.0,4,7,1,0,2,0,0,1,0,1,0,0,0,1,0,1650000
Çankaya,Aşağı Öveçler,4,130.0,25,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1980000
Mamak,Mutlu,3,115.0,5,3,1,1,1,1,0,0,0,1,0,0,0,0,1,950000
Mamak,Durali Alıç,5,185.0,8,11,1,0,2,0,0,1,0,1,0,0,0,0,1,3099000
Çankaya,Karapınar,4,140.0,16,4,1,0,2,0,1,0,0,1,0,0,1,0,0,3620000
Keçiören,Atapark,4,140.0,8,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1780000
Keçiören,Etlik,5,175.0,15,4,1,0,2,0,0,1,0,1,0,0,1,0,0,3500000
Altındağ,Feridun Çelik,4,140.0,4,5,1,0,2,0,0,1,0,1,0,0,1,0,0,1549000
Pursaklar,Yunus Emre,4,160.0,8,7,1,0,2,0,0,1,0,1,0,0,1,0,0,2150000
Çankaya,Ata,4,140.0,13,4,1,0,1,0,0,1,0,1,0,0,1,0,0,3100000
Keçiören,Aşağı Eğlence,4,120.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1679000
Mamak,Cengizhan,4,120.0,8,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1850000
Keçiören,Etlik,2,85.0,25,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1055000
Keçiören,Kanuni,4,140.0,9,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1595000
Sincan,Tandoğan,4,110.0,22,3,1,0,1,0,0,0,1,1,0,0,0,0,1,949000
Pursaklar,Fatih,8,360.0,8,12,1,0,5,0,0,1,0,0,1,0,1,0,0,11750000
Mamak,Şahintepe,5,190.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2275000
Yenimahalle,Pamuklar,4,150.0,15,10,1,0,2,0,0,1,0,0,0,1,1,0,0,2750000
Keçiören,Hisar,5,155.0,4,3,0,0,2,0,0,1,0,1,0,0,1,0,0,1779000
Keçiören,Şehit Kubilay,5,180.0,4,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2200000
Keçiören,Etlik,4,130.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1975000
Mamak,General Zeki Doğan,4,170.0,2,13,1,0,2,0,0,1,0,1,0,0,1,0,0,2590000
Mamak,Boğaziçi,3,110.0,3,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1300000
Yenimahalle,Serhat,4,155.0,9,8,0,0,2,0,0,1,0,0,0,1,0,0,1,3100000
Çankaya,Birlik,7,320.0,4,5,1,0,4,0,0,1,0,1,0,0,1,0,0,6750000
Çankaya,Kavaklıdere,2,55.0,3,5,1,0,1,1,0,0,0,0,1,0,0,0,1,2200000
Mamak,Şehit Cengiz Topel,4,170.0,1,8,1,0,2,0,0,1,0,1,0,0,0,0,1,3150000
Çankaya,Çiğdem,4,100.0,28,11,0,0,1,0,0,1,0,0,1,0,0,1,0,3000000
Çankaya,Anıttepe,5,135.0,33,3,1,0,1,0,0,1,0,0,1,0,0,1,0,3600000
Çankaya,Beytepe,5,240.0,5,27,1,0,2,0,0,1,0,0,0,1,0,0,1,12100000
Çankaya,Naci Çakır,4,125.0,25,2,1,0,1,0,0,1,0,1,0,0,0,1,0,1800000
Pursaklar,Merkez,4,120.0,17,3,1,0,1,0,0,1,0,1,0,0,1,0,0,890000
Çankaya,Arka Topraklık,4,105.0,32,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1300000
Keçiören,Atapark,5,160.0,5,3,1,0,2,0,0,1,0,0,0,1,0,0,1,2749000
Keçiören,Ovacık,5,265.0,1,17,1,0,2,0,0,1,0,0,0,1,1,0,0,4500000
Keçiören,Esertepe,4,140.0,3,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1750000
Pursaklar,Saray Cumhuriyet,7,320.0,4,9,1,0,3,0,0,1,0,1,0,0,1,0,0,2995000
Etimesgut,Topçu,4,170.0,4,4,1,0,2,0,0,1,0,1,0,0,0,0,1,2095000
Çankaya,Osman Temiz,4,130.0,16,815,1,0,1,0,0,1,0,1,0,0,0,0,1,3950000
Keçiören,Karşıyaka,4,125.0,20,3,1,0,1,0,0,1,0,1,0,0,0,0,1,925000
Mamak,Demirlibahçe,3,100.0,30,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1000000
Mamak,Harman,4,125.0,6,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1165000
Sincan,Malazgirt,4,135.0,15,9,1,0,1,0,0,1,0,1,0,0,0,0,1,1525000
Keçiören,Yayla,6,185.0,14,3,1,0,1,0,0,0,1,1,0,0,1,0,0,2050000
Etimesgut,Elvan,4,125.0,14,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1475000
Mamak,Mutlu,4,130.0,17,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1250000
Çankaya,Harbiye,4,115.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1695000
Çankaya,Kırkkonaklar,5,240.0,4,6,1,0,2,0,0,1,0,0,0,1,0,1,0,4650000
Çankaya,İlkadım,5,240.0,1,2,1,0,3,0,0,1,0,1,0,0,0,0,1,5000000
Pursaklar,Saray Cumhuriyet,5,175.0,7,12,1,0,2,0,0,1,0,1,0,0,1,0,0,2360000
Yenimahalle,Aşağı Yahyalar,4,135.0,15,10,1,0,2,0,0,1,0,1,0,0,1,0,0,3250000
Çankaya,Aziziye,3,92.0,31,2,1,0,1,0,1,0,0,1,0,0,1,0,0,2600000
Çankaya,Kızılırmak,7,400.0,14,8,1,0,3,0,0,1,0,1,0,0,1,0,0,10750000
Çankaya,Gökkuşağı,4,125.0,11,4,1,0,1,1,0,0,0,1,0,0,0,1,0,1700000
Çankaya,Kırkkonaklar,4,120.0,25,3,1,0,1,0,0,1,0,1,0,0,0,0,1,3000000
Çankaya,Murat,4,180.0,14,5,1,0,2,1,0,0,0,1,0,0,0,1,0,1800000
Çankaya,Cevizlidere,4,130.0,16,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2145000
Yenimahalle,Varlık,3,90.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2250000
Mamak,General Zeki Doğan,4,120.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1380000
Çankaya,Aydınlar,3,105.0,29,3,1,0,1,0,1,0,0,0,1,0,0,1,0,1285000
Çankaya,Seyranbağları,4,110.0,31,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1650000
Keçiören,Aşağı Eğlence,3,95.0,20,3,1,0,1,0,1,0,0,1,0,0,1,0,0,985000
Mamak,Tuzluçayır,4,120.0,12,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1400000
Keçiören,Yayla,5,170.0,18,12,1,0,2,0,0,1,0,1,0,0,0,1,0,3330000
Etimesgut,Piyade,4,125.0,8,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1550000
Sincan,Mareşal Çakmak,4,110.0,27,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1360000
Etimesgut,Bağlıca,4,175.0,9,8,1,0,2,0,0,1,0,1,0,0,0,0,1,3590000
Sincan,Akşemsettin,4,125.0,18,4,1,0,1,0,0,0,1,1,0,0,0,0,1,1190000
Çankaya,Sokullu Mehmet Paşa,4,115.0,28,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1875000
Mamak,Türközü,4,150.0,7,4,1,1,1,0,0,1,0,1,0,0,0,1,0,2100000
Çankaya,Balgat,4,120.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2850000
Mamak,Şafaktepe,3,100.0,35,4,1,1,1,1,0,0,0,1,0,0,0,1,0,830000
Mamak,Abidinpaşa,4,110.0,26,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1100000
Çankaya,Kırkkonaklar,4,130.0,12,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1500000
Çankaya,Ayrancı,4,130.0,40,4,1,0,1,0,0,1,0,0,1,0,1,0,0,3100000
Etimesgut,Şehit Osman Avcı,2,65.0,7,11,1,0,1,0,0,1,0,0,0,1,0,1,0,1650000
Altındağ,Gültepe,4,125.0,10,6,1,0,1,0,0,1,0,0,0,1,0,1,0,1100000
Keçiören,Bademlik,4,130.0,15,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1350000
Sincan,Plevne,3,125.0,20,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1150000
Yenimahalle,Karşıyaka,4,120.0,30,6,1,0,1,0,0,1,0,1,0,0,0,1,0,970000
Çankaya,Göktürk,6,260.0,10,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2799999
Mamak,Hüseyingazi,4,140.0,8,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1280000
Keçiören,Ayvalı,4,130.0,10,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1825000
Çankaya,Bademlidere,4,140.0,7,4,1,0,2,0,1,0,0,1,0,0,0,0,1,2200000
Yenimahalle,Çiğdemtepe,5,149.0,10,11,1,0,2,0,0,1,0,0,1,0,0,1,0,1525000
Gölbaşı,Kızılcaşar,4,167.0,5,30,0,0,2,0,0,1,0,0,0,1,0,1,0,4522000
Çankaya,Gökkuşağı,4,125.0,15,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1850000
Etimesgut,Şehit Osman Avcı,1,35.0,7,14,1,0,1,0,0,1,0,0,0,1,0,1,0,1120000
Etimesgut,Güzelkent,4,120.0,16,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1565000
Etimesgut,Elvan,6,260.0,12,4,1,0,2,0,0,0,1,1,0,0,1,0,0,2500000
Çankaya,Keklik Pınarı,4,190.0,16,12,1,0,2,0,0,1,0,0,0,1,1,0,0,6750000
Etimesgut,Bağlıca,3,97.0,5,12,1,0,2,0,0,1,0,0,0,1,0,0,1,2675000
Sincan,Pınarbaşı,4,115.0,16,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1315000
Haymana,Yeni,3,90.0,10,6,1,0,1,0,0,1,0,1,0,0,0,1,0,640000
Çankaya,Barbaros,4,120.0,40,5,1,0,1,0,1,0,0,0,1,0,0,1,0,2350000
Çubuk,Cumhuriyet,4,130.0,11,5,1,0,1,0,0,1,0,1,0,0,0,0,1,925000
Etimesgut,Süvari,3,95.0,20,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1000000
Gölbaşı,Eymir,4,110.0,10,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1680000
Çankaya,Yukarı Bahçelievler,3,100.0,40,5,1,0,1,0,0,1,0,0,1,0,1,0,0,5100000
Etimesgut,Oğuzlar,4,110.0,22,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1350000
Çankaya,Gaziosmanpaşa,4,135.0,45,3,1,0,1,0,0,1,0,1,0,0,0,1,0,3000000
Polatlı,İstiklal,4,143.0,4,7,1,0,2,0,0,1,0,1,0,0,0,0,1,1649000
Sincan,Alcı,4,150.0,5,9,1,0,2,0,0,1,0,1,0,0,1,0,0,1300000
Sincan,Mareşal Çakmak,4,125.0,16,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1289000
Sincan,Osmanlı,4,130.0,25,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1449000
Keçiören,Yükseltepe,4,135.0,4,3,1,0,2,1,0,0,0,1,0,0,1,0,0,1169000
Keçiören,Aşağı Eğlence,4,125.0,25,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1900000
Çankaya,Yukarı Bahçelievler,4,135.0,40,4,1,0,1,0,0,1,0,0,1,0,0,1,0,2400000
Altındağ,Kale,4,145.0,10,15,1,0,1,0,0,1,0,1,0,0,1,0,0,1300000
Çankaya,Aziziye,4,140.0,35,3,1,0,2,0,0,1,0,1,0,0,1,0,0,3495000
Yenimahalle,Kaletepe,4,140.0,7,6,1,0,1,0,0,1,0,0,0,1,1,0,0,2199000
Gölbaşı,İncek,3,105.0,1,2,1,0,1,0,0,1,0,1,0,0,0,1,0,3050000
Çankaya,Mimar Sinan,4,125.0,4,5,1,0,1,0,0,1,0,1,0,0,1,0,0,2080000
Çankaya,Göktürk,6,260.0,15,3,1,0,2,0,0,0,1,1,0,0,0,0,1,4100000
Keçiören,Yayla,7,290.0,8,4,1,0,4,0,0,1,0,1,0,0,0,0,1,3400000
Çankaya,Dodurga,5,210.0,3,25,1,0,2,0,0,1,0,0,0,1,1,0,0,5250000
Mamak,Şafaktepe,4,130.0,21,7,1,0,1,0,0,1,0,1,0,0,0,1,0,1250000
Etimesgut,Eryaman,4,102.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1680000
Etimesgut,Eryaman,4,102.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1680000
Mamak,Fahri Korutürk,3,100.0,1,9,1,0,1,1,0,0,0,1,0,0,1,0,0,1185000
Mamak,Diriliş,4,145.0,9,12,1,0,2,0,0,1,0,0,0,1,1,0,0,2225000
Mamak,Şahintepe,4,105.0,13,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1097000
Yenimahalle,Pamuklar,5,200.0,6,13,1,0,2,0,0,1,0,0,0,1,0,0,1,3250000
Sincan,Ertuğrulgazi,4,115.0,16,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1070000
Sincan,Malazgirt,4,135.0,12,3,1,1,1,0,0,0,1,1,0,0,0,0,1,1400000
Sincan,29 Ekim,3,100.0,3,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1385000
Sincan,Selçuklu,4,125.0,18,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1249000
Sincan,Selçuklu,4,130.0,17,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1175000
Pursaklar,Yunus Emre,5,190.0,2,16,1,0,2,0,0,1,0,1,0,0,0,0,1,2590000
Keçiören,Ayvalı,4,125.0,13,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1549000
Mamak,Tuzluçayır,6,250.0,16,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1700000
Mamak,Mutlu,4,130.0,14,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1250000
Sincan,Andiçen,4,125.0,21,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1285000
Altındağ,Karapürçek,4,135.0,13,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1065000
Çankaya,Beytepe,5,210.0,1,30,0,0,2,0,0,0,1,0,0,1,1,0,0,7650000
Sincan,Selçuklu,4,130.0,25,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1489000
Çankaya,Şehit Cengiz Karaca,4,130.0,26,8,1,0,1,0,0,1,0,1,0,0,1,0,0,2450000
Mamak,Fahri Korutürk,7,210.0,7,3,1,1,2,0,0,1,0,1,0,0,0,0,1,3100000
Yenimahalle,Kayalar,5,190.0,3,14,1,0,2,0,0,1,0,1,0,0,1,0,0,3200000
Sincan,Selçuklu,4,140.0,12,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1720000
Keçiören,Atapark,3,110.0,7,5,1,0,1,1,0,0,0,1,0,0,1,0,0,739000
Sincan,Tandoğan,4,135.0,13,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1349000
Etimesgut,Tunahan,4,133.0,26,10,1,0,1,0,1,0,0,0,1,0,0,0,1,2050000
Keçiören,Etlik,4,120.0,20,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1815000
Çankaya,Sokullu Mehmet Paşa,4,130.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2150000
Sincan,Mareşal Çakmak,4,130.0,25,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1360000
Mamak,Akşemsettin,4,115.0,7,5,1,0,1,0,1,0,0,1,0,0,0,1,0,1270000
Etimesgut,Bağlıca,4,145.0,10,12,1,0,2,0,0,1,0,1,0,0,0,0,1,4100000
Altındağ,Karapürçek,4,135.0,14,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1165000
Keçiören,Etlik,4,125.0,26,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1250000
Keçiören,Şenlik,4,150.0,5,3,1,0,1,0,0,1,0,1,0,0,0,1,0,3250000
Keçiören,Etlik,4,140.0,21,13,1,0,2,0,0,1,0,0,1,0,1,0,0,2050000
Keçiören,Aşağı Eğlence,4,125.0,16,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1980000
Pursaklar,Saray Fatih,4,120.0,7,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1595000
Keçiören,Karakaya,4,145.0,15,7,1,1,2,0,1,0,0,1,0,0,0,0,1,1449000
Keçiören,Atapark,5,160.0,8,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1820000
Yenimahalle,Ergazi,3,90.0,4,11,1,0,1,0,0,1,0,0,0,1,0,1,0,2990000
Etimesgut,Piyade,4,130.0,15,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1789000
Mamak,Ekin,4,115.0,8,3,1,0,1,0,1,0,0,1,0,0,0,0,1,880000
Çankaya,Aşağı Öveçler,3,120.0,25,3,1,0,2,0,0,1,0,0,1,0,0,1,0,1999000
Keçiören,Atapark,3,110.0,10,5,1,0,1,0,0,1,0,1,0,0,1,0,0,950000
Keçiören,Ayvalı,3,100.0,3,5,1,0,1,1,0,0,0,1,0,0,1,0,0,885000
Mamak,Durali Alıç,4,115.0,9,8,1,1,1,0,1,0,0,1,0,0,1,0,0,994000
Çankaya,Öveçler,4,125.0,27,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2749000
Keçiören,Etlik,5,170.0,10,4,1,0,2,0,0,1,0,1,0,0,1,0,0,3750000
Etimesgut,Şeker,5,180.0,7,16,1,0,2,0,0,1,0,1,0,0,0,0,1,4250000
Mamak,Akşemsettin,4,145.0,5,3,0,0,1,0,1,0,0,1,0,0,0,0,1,1450000
Keçiören,Kanuni,4,140.0,6,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1539000
Etimesgut,Yeni Bağlıca,5,185.0,5,10,1,0,2,0,1,0,0,0,0,1,0,1,0,3950000
Etimesgut,30 Ağustos,3,85.0,14,4,1,0,1,1,0,0,0,1,0,0,1,0,0,970000
Yenimahalle,Gazi,5,200.0,14,2,1,0,2,0,0,1,0,1,0,0,0,0,1,4100000
Çankaya,Ata,6,320.0,15,4,1,0,3,0,0,1,0,1,0,0,0,0,1,4250000
Çankaya,Keklik Pınarı,5,400.0,2,3,1,0,3,0,0,1,0,1,0,0,0,0,1,3200000
Keçiören,Şehit Kubilay,7,320.0,10,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2000000
Mamak,Kutlu,4,135.0,11,9,1,0,1,0,0,1,0,1,0,0,0,1,0,1400000
Çankaya,Beytepe,6,255.0,11,8,1,0,3,0,0,1,0,1,0,0,1,0,0,9550000
Pursaklar,Merkez,5,190.0,2,14,1,0,2,0,0,1,0,0,0,1,1,0,0,3190000
Mamak,Ekin,5,155.0,15,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1250000
Sincan,Törekent,3,115.0,1,12,1,0,2,0,0,1,0,0,0,1,1,0,0,2800000
Gölbaşı,İncek,4,170.0,6,14,1,0,2,0,0,1,0,0,0,1,1,0,0,15000
Pursaklar,Mimar Sinan,4,130.0,11,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1445000
Çankaya,Aydınlar,4,100.0,30,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1750000
Mamak,Abidinpaşa,4,120.0,32,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1100000
Çankaya,Ümit,4,130.0,15,7,1,0,1,0,1,0,0,0,1,0,0,0,1,5000000
Çankaya,Mürsel Uluç,5,165.0,22,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2070000
Mamak,Kazım Orbay,5,200.0,6,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1900000
Yenimahalle,İnönü,4,125.0,28,5,1,0,1,0,1,0,0,0,1,0,0,0,1,2290000
Etimesgut,Yeni Bağlıca,5,175.0,8,6,1,0,2,0,0,1,0,1,0,0,0,1,0,3500000
Mamak,Şahintepe,6,170.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,930000
Keçiören,Tepebaşı,4,120.0,18,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1550000
Çankaya,Ayrancı,3,85.0,40,4,1,0,1,1,0,0,0,0,1,0,1,0,0,1425000
Çankaya,Aziziye,2,42.0,6,4,1,0,1,0,0,1,0,0,0,1,0,1,0,2400000
Keçiören,Bağlarbaşı,4,130.0,17,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1350000
Yenimahalle,Varlık,4,135.0,15,3,1,0,1,0,1,0,0,1,0,0,1,0,0,2250000
Gölbaşı,Hacılar,4,150.0,5,28,0,0,2,0,0,1,0,0,0,1,1,0,0,5800000
Yenimahalle,Susuz,5,180.0,6,12,1,0,2,0,0,1,0,0,0,1,0,1,0,3800000
Yenimahalle,Ergazi,4,120.0,35,5,1,0,1,0,0,0,1,1,0,0,0,1,0,1850000
Çankaya,Ata,5,300.0,20,4,1,0,2,0,0,1,0,1,0,0,0,0,1,3750000
Etimesgut,Ahi Mesut,5,180.0,5,10,1,0,2,0,0,1,0,0,0,1,1,0,0,4750000
Sincan,Malazgirt,4,135.0,18,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1220000
Keçiören,Osmangazi,4,130.0,5,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1950000
Keçiören,Atapark,4,130.0,7,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1589000
Keçiören,Atapark,4,120.0,5,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1780000
Çankaya,Doğuş,3,100.0,35,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1250000
Etimesgut,Alsancak,4,125.0,8,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1649000
Keçiören,Atapark,4,130.0,12,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1639000
Çankaya,Yukarı Öveçler,4,130.0,18,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1950000
Altındağ,Örnek,4,110.0,45,4,1,0,1,0,0,1,0,1,0,0,1,0,0,845000
Çankaya,Öveçler,4,125.0,25,4,1,0,1,0,0,1,0,0,1,0,1,0,0,1950000
Keçiören,Kuşcağız,4,120.0,5,3,1,0,1,1,0,0,0,1,0,0,0,0,1,1175000
Sincan,Selçuklu,7,200.0,25,4,1,0,2,0,1,0,0,1,0,0,0,1,0,1370000
Sincan,Selçuklu,4,120.0,12,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1249000
Altındağ,Karapürçek,4,135.0,5,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1170000
Yenimahalle,Demetlale,4,125.0,11,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1500000
Sincan,Mustafa Kemal,5,165.0,3,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2175000
Keçiören,Etlik,3,95.0,25,3,1,0,1,1,0,0,0,1,0,0,1,0,0,1055000
Çankaya,Kırkkonaklar,5,200.0,1,30,1,0,2,0,0,1,0,1,0,0,1,0,0,7000000
Çankaya,Kırkkonaklar,4,150.0,17,5,1,0,2,0,0,1,0,1,0,0,1,0,0,2150000
Sincan,Mustafa Kemal,4,169.0,3,15,1,0,2,0,0,1,0,0,0,1,1,0,0,2099000
Altındağ,Güneşevler,4,150.0,3,12,1,0,2,0,0,1,0,1,0,0,0,0,1,2390000
Keçiören,Güzelyurt,4,115.0,13,13,1,0,1,0,0,1,0,0,1,0,1,0,0,1390000
Keçiören,Aşağı Eğlence,4,90.0,40,5,1,0,1,0,1,0,0,1,0,0,0,1,0,1060000
Etimesgut,Bağlıca,4,175.0,12,7,1,0,1,0,0,1,0,1,0,0,0,0,1,3990000
Etimesgut,Alsancak,4,140.0,5,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1750000
Mamak,General Zeki Doğan,4,135.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1275000
Sincan,Menderes,4,195.0,3,12,1,0,2,0,0,1,0,0,0,1,0,0,1,2455000
Etimesgut,Yeni Bağlıca,4,145.0,5,11,1,0,2,0,0,1,0,0,0,1,0,1,0,3400000
Çankaya,Fakülteler,4,145.0,50,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2100000
Mamak,Mutlu,4,130.0,15,7,1,0,1,0,0,1,0,1,0,0,0,0,1,1665000
Çankaya,Alacaatlı,2,62.0,3,14,1,0,1,0,0,1,0,0,0,1,0,1,0,1825000
Çankaya,Yukarı Bahçelievler,4,120.0,35,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2750000
Mamak,Fahri Korutürk,4,165.0,9,20,1,0,1,0,0,1,0,1,0,0,0,1,0,1845000
Mamak,Balkiraz,3,95.0,30,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1049000
Etimesgut,Elvan,3,97.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1049000
